dist,camp
96.39,11.68
96.62,11.13
96.62,9.77
96.62,8.78
96.62,11.14
96.62,10.73
96.62,12.75
96.76,11.01
96.87,10.75
97.12,10.25
97.12,10.34
97.37,10.22
97.49,11.43
97.49,11.06
97.49,10.95
97.49,11.75
97.49,10.96
97.49,10.94
97.62,9.44
97.85,10.62
97.86,9.81
97.86,9.39
97.86,8.84
97.86,9.85
97.86,9.01
97.86,9.91
98.09,10.34
98.21,8.41
98.32,9.52
98.54,9.01
98.58,10.12
98.77,9.5
98.94,12.15
99.00,10.31
99.00,9.54
99.00,9.05
99.00,8.93
99.00,7.58
99.00,10.34
99.25,10.91
99.31,11.57
99.31,10.11
99.31,11.08
99.31,9.75
99.31,9.89
99.31,9.6
99.50,9.54
99.68,11.19
99.74,9.88
99.99,8.87
100.07,11.23
100.23,8.63
100.23,8.11
100.23,9.84
100.23,9.96
100.23,9.87
100.23,9.96
100.45,10.68
100.48,9.99
100.72,9.63
100.83,10.03
100.97,8.46
101.21,11.07
101.22,10.44
101.22,11.42
101.22,9.97
101.22,11.28
101.22,11.02
101.22,12.54
101.45,9.16
101.45,8.47
101.45,9.42
101.45,9.8
101.45,10.47
101.45,9.36
101.60,10.27
101.71,9.71
101.96,10
101.98,9.39
102.21,9.52
102.36,10.28
102.47,10.26
102.72,8.89
102.72,9.06
102.72,8.89
102.72,9.91
102.72,8.51
102.72,9.38
102.74,11.69
102.97,8.72
103.13,10.7
103.13,9.9
103.13,10.6
103.13,9.41
103.13,10.13
103.13,9.08
103.22,9.47
103.48,10.52
103.49,10.58
103.73,9.72
103.84,10.05
103.98,8.17
103.98,8.58
103.98,10.1
103.98,8.39
103.98,8.86
103.98,8.74
104.20,10.17
104.25,10.09
104.51,7.88
104.56,9.53
104.77,8.67
104.93,10.7
104.93,9
104.93,9.38
104.93,11.97
104.93,11.52
104.93,10.27
105.04,9.4
105.29,8.96
105.29,9.41
105.29,9.63
105.29,9.03
105.29,9.79
105.29,9.01
105.30,10.3
105.55,8.45
105.68,10.13
105.80,8.68
106.04,7.71
106.06,9.64
106.29,10.09
106.44,10.79
106.54,8.97
106.54,8.86
106.54,9.33
106.54,9.41
106.54,9.82
106.54,9.19
106.81,10.94
106.81,10.08
106.81,10.82
106.81,10.2
106.81,10.11
106.81,10.5
106.83,9.67
107.13,10.22
107.18,11.86
107.43,9.74
107.55,10.84
107.72,10.2
107.93,11.4
108.01,10.49
108.01,10.58
108.01,9.85
108.01,7.39
108.01,10
108.01,10.13
108.31,10.53
108.31,10.26
108.61,10.58
108.69,10.07
108.69,10.67
108.69,10.28
108.69,11.12
108.69,12.13
108.69,11
108.91,10.4
109.07,9.96
109.20,9.96
109.46,11.38
109.49,9.82
109.49,10.16
109.49,10.12
109.49,10.33
109.49,10.83
109.49,9.53
109.78,8.97
109.85,10.5
110.07,9.21
110.23,9.91
110.36,8.07
110.63,11.41
110.63,12.78
110.63,11.19
110.63,9.57
110.63,10.04
110.63,11.41
110.65,8.48
110.93,10.01
110.93,8.02
110.93,10.17
110.93,10.37
110.93,9.21
110.93,9.29
111.02,12.18
111.25,8.06
111.42,9.67
111.57,9.29
111.81,10.48
111.89,9.55
112.21,9.98
112.21,10.48
112.52,9.37
112.52,8.97
112.52,7.86
112.52,9.35
112.52,9.56
112.52,8.86
112.60,8.75
112.60,11.11
112.60,7.88
112.60,8.92
112.60,11.05
112.60,9.67
112.81,8.81
113.00,7.92
113.08,10.25
113.36,9.06
113.41,8.11
113.63,9.13
113.81,8.36
113.90,8.68
113.90,7.76
113.90,9.47
113.90,9.9
113.90,8.73
113.90,8.33
114.19,6.55
114.22,9.07
114.48,6.14
114.63,11.69
114.63,8.46
114.63,9.95
114.63,8.07
114.63,8.35
114.63,8.68
114.77,6.92
114.99,10.64
115.06,7.04
115.34,9.12
115.34,6.22
115.34,8.13
115.34,8.63
115.34,9.19
115.34,8.45
115.35,8.27
115.66,8.24
115.72,9.4
115.98,9.31
116.08,8.3
116.29,9.95
116.45,8.41
116.45,9.73
116.45,7.39
116.45,8.13
116.45,10.74
116.45,9.54
116.61,8.87
116.79,10.84
116.91,8.36
116.91,8.25
116.91,9.18
116.91,7.23
116.91,7.98
116.91,9.18
117.13,9.09
117.19,8.82
117.48,9.3
117.48,8.84
117.77,9.17
117.82,7.83
118.05,9.44
118.17,10.07
118.17,10.58
118.17,9.28
118.17,10.86
118.17,10.87
118.17,10
118.34,6.6
118.34,8.67
118.34,9.45
118.34,9.18
118.34,9.24
118.34,8.31
118.48,9.74
118.63,9.34
118.80,12.58
118.91,9.13
119.11,11.38
119.18,7.6
119.42,12.28
119.47,9.13
119.74,6.99
119.74,9.21
119.74,9.51
119.74,9.11
119.74,9.37
119.74,10.21
119.75,11.36
119.75,11.27
119.75,11.78
119.75,10
119.75,8.52
119.75,11.25
120.04,9.33
120.08,10.9
120.34,9.67
120.42,9.19
120.64,8.6
120.76,10.35
120.94,9.58
121.10,11.58
121.24,9.19
121.24,9.64
121.24,9.74
121.24,8.95
121.24,8.3
121.24,8.12
121.44,9.95
121.44,10.18
121.44,12.56
121.44,11.78
121.44,11.69
121.44,12.15
121.56,10.74
121.79,10.65
121.87,9.52
122.14,12.44
122.19,9.47
122.49,11.65
122.50,8.92
122.81,10.95
122.81,10.5
122.81,9.58
122.81,9.8
122.81,11.05
122.81,11.06
122.85,11.49
123.12,10.26
123.21,12.13
123.21,12.38
123.21,12.66
123.21,11.85
123.21,11.36
123.21,12.43
123.42,7.48
123.54,13.1
123.73,9.43
123.86,12.61
124.03,9.98
124.20,12.14
124.32,10.42
124.32,10.24
124.32,9.91
124.32,9.59
124.32,9.96
124.32,9.61
124.53,12.1
124.59,10.61
124.85,10.38
124.87,13.44
124.87,10.5
124.87,14.57
124.87,12.98
124.87,13.16
124.87,12.51
125.10,10.26
125.24,12.49
125.37,9.94
125.61,14.4
125.62,10.12
125.62,10.05
125.62,11.78
125.62,9.97
125.62,8.5
125.62,9.95
125.90,11.24
125.99,15.2
126.18,9.97
126.36,14.15
126.46,10.7
126.74,10.19
126.75,13.84
126.75,13.02
126.75,13.52
126.75,13.62
126.75,11.52
126.75,11.94
127.03,10.2
127.03,8.12
127.03,11.85
127.03,10.61
127.03,10.78
127.03,9.57
127.09,13.07
127.33,10.5
127.43,12.99
127.64,10.42
127.77,13.44
127.93,10.27
128.12,12.92
128.23,10.85
128.46,11.29
128.46,11.36
128.46,12.34
128.46,13.33
128.46,12.82
128.46,12.18
128.53,11.12
128.53,10.14
128.53,10.57
128.53,10.79
128.53,11.02
128.53,11.57
128.76,13.38
128.82,11.06
129.06,11.87
129.12,10.6
129.36,11.22
129.41,9.84
129.66,12.74
129.71,9.74
129.96,12.54
129.96,12.74
129.96,12.66
129.96,12.52
129.96,12.81
129.96,12.41
130.00,9.84
130.00,10.81
130.00,9.66
130.00,9.08
130.00,8.96
130.00,9.51
130.28,14.2
130.29,10.69
130.59,9.38
130.61,13.2
130.89,8.81
130.94,13.81
131.19,8.04
131.27,13.66
131.47,10.14
131.47,10.55
131.47,9.7
131.47,10.52
131.47,11.25
131.47,10.77
131.61,13.91
131.61,13.61
131.61,13.09
131.61,13.02
131.61,13.9
131.61,14.32
131.74,9.24
131.88,14.25
131.99,7.3
132.16,14.16
132.25,9.39
132.44,14.08
132.50,9.39
132.72,12.71
132.75,11.46
132.75,11
132.75,11.05
132.75,10.87
132.75,9.92
132.75,11.37
133.00,14.07
133.00,14.52
133.00,14.87
133.00,15.11
133.00,14.71
133.00,14.97
133.06,10.21
133.28,12.35
133.36,9.55
133.56,12.76
133.66,10.57
133.83,13.53
133.96,10.27
134.12,12.88
134.25,8.97
134.25,9.57
134.25,10.68
134.25,10.14
134.25,7.37
134.25,8.34
134.41,12.54
134.41,11.37
134.41,12.78
134.41,11.07
134.41,11.97
134.41,10.43
134.52,10.26
134.72,11.28
134.79,9.9
135.04,10.9
135.06,10.78
135.32,9.44
135.36,10.68
135.58,8.87
135.58,8.53
135.58,10.81
135.58,9.65
135.58,11.34
135.58,10.11
135.68,10.37
135.88,8.54
136.01,10.57
136.01,10.4
136.01,8.83
136.01,10.31
136.01,11.71
136.01,10.95
136.18,8.47
136.32,9.78
136.46,8.19
136.65,9.31
136.76,9.71
136.96,9.07
137.04,8.11
137.04,8.33
137.04,9.01
137.04,9.17
137.04,9.46
137.04,9.62
137.28,11.13
137.32,9.77
137.60,10.39
137.61,11.25
137.61,10.89
137.61,11.21
137.61,11.61
137.61,11.51
137.61,12.19
137.83,10.92
137.88,8.84
138.07,11.58
138.15,10.96
138.30,11.77
138.43,10.21
138.43,10.16
138.43,9.99
138.43,9.59
138.43,9.95
138.43,10.76
138.54,11.45
138.72,11.9
138.78,10.66
138.78,10.46
138.78,11
138.78,10.16
138.78,9.46
138.78,11.26
139.01,11.14
139.11,11.51
139.30,10.52
139.43,11.34
139.59,10.67
139.76,11.06
139.87,9.82
139.87,11.78
139.87,11.26
139.87,10.1
139.87,10.8
139.87,11.28
140.09,10.52
140.16,11.37
140.41,10.82
140.41,9.44
140.41,11.9
140.41,11.59
140.41,11.56
140.41,11.18
140.45,10.12
140.73,9.41
140.77,11.55
141.02,10.7
141.13,12.16
141.30,9.83
141.30,9.03
141.30,11.6
141.30,10.31
141.30,10.4
141.30,9.69
141.49,12.37
141.59,10.02
141.85,12.81
141.88,11.32
142.18,11.01
142.21,11.82
142.21,13.42
142.21,11.79
142.21,12.08
142.21,12.45
142.21,12.99
142.47,11.33
142.54,15.05
142.76,11.98
142.76,10.61
142.76,9.96
142.76,9.86
142.76,9.99
142.76,9.49
142.87,13.21
143.01,10.77
143.19,13.43
143.26,13.09
143.50,10.96
143.52,13.26
143.75,11.47
143.85,13.13
143.85,13.25
143.85,12.61
143.85,14.59
143.85,12.65
143.85,13.94
143.98,12.83
143.98,11.45
143.98,11.53
143.98,13.02
143.98,13.24
143.98,11.93
144.24,12.7
144.27,12.32
144.55,12.44
144.63,11.58
144.84,11.36
145.02,12.05
145.12,12.3
145.40,13.66
145.40,10.94
145.40,11.89
145.40,13.17
145.40,13.66
145.40,12.45
145.41,12.9
145.71,11.6
145.81,11.79
145.81,10.03
145.81,11.32
145.81,11.23
145.81,11.18
145.81,9.33
146.01,12.61
146.20,12.31
146.32,12.2
146.59,13.01
146.62,12.39
146.92,11.01
146.92,11.21
146.92,11.32
146.92,8.88
146.92,11.03
146.92,11.4
146.98,11.8
147.24,11.71
147.37,11.37
147.55,12.23
147.76,11.22
147.76,10.76
147.76,11.51
147.76,12.07
147.76,11.26
147.76,11.58
147.87,10.01
148.13,11.01
148.18,10.84
148.48,11.35
148.48,9.94
148.48,12.75
148.48,11.62
148.48,11.55
148.48,11.77
148.50,9.93
148.79,11.26
148.87,10.58
149.08,10.78
149.24,12.21
149.37,9.97
149.61,10.69
149.61,11.37
149.61,12.05
149.61,10.37
149.61,10.65
149.61,10.6
149.66,10.86
149.95,10.44
149.95,10.84
149.95,10.64
149.95,9.75
149.95,10.45
149.95,10.24
149.97,11.3
150.24,11.13
150.35,12.05
150.53,12.33
150.72,10.71
150.81,11.37
151.09,11.75
151.10,11.26
151.38,8.87
151.38,10.14
151.38,11.41
151.38,10.07
151.38,9.04
151.38,9.76
151.47,13.26
151.47,12.03
151.47,12.01
151.47,12.6
151.47,12.12
151.47,12.4
151.68,12.63
151.81,11.38
151.98,12.03
152.15,10.99
152.28,11.05
152.49,10.42
152.57,11.64
152.83,11.86
152.86,12.5
152.86,10.49
152.86,12.05
152.86,11.02
152.86,11.17
152.86,11.78
153.13,12.01
153.18,12.74
153.18,9.87
153.18,12.29
153.18,12.03
153.18,11.47
153.18,12.62
153.39,10.2
153.51,11.82
153.65,12.77
153.84,10.62
153.91,12.07
154.16,12.35
154.16,11.41
154.16,10.72
154.16,11.33
154.16,11.62
154.16,11.91
154.18,11.08
154.45,11.63
154.52,10.76
154.74,11.53
154.86,10.5
154.86,10.77
154.86,10.48
154.86,10.76
154.86,11.82
154.86,10.48
155.02,11.54
155.17,10.37
155.31,11.87
155.49,11.04
155.60,10.39
155.60,11.06
155.60,11.61
155.60,10.96
155.60,10.09
155.60,11.77
155.82,9.45
155.93,10.06
156.14,8.38
156.25,9.96
156.46,10.29
156.46,9.99
156.46,9.91
156.46,10.29
156.46,10.01
156.46,9.83
156.58,9.91
156.78,10.39
156.90,9.59
157.10,11.34
157.22,10.23
157.22,9.86
157.22,11.08
157.22,10.01
157.22,9.47
157.22,10.82
157.42,9.22
157.53,10.13
157.74,10.14
157.84,9.45
158.07,8.98
158.07,8.84
158.07,9.27
158.07,9.18
158.07,9.44
158.07,10.4
158.16,9.76
158.40,10.13
158.46,10.35
158.74,11.28
158.77,10.74
158.77,10.49
158.77,6.92
158.77,9.37
158.77,9.44
158.77,9.47
159.05,11.79
159.07,11.23
159.31,10.95
159.40,8.85
159.58,11.18
159.74,10.05
159.74,6.91
159.74,10.67
159.74,9.45
159.74,11.22
159.74,9.49
159.84,9.86
160.09,9.07
160.10,9.64
160.10,10.2
160.10,10.87
160.10,11.38
160.10,10.47
160.10,6.73
160.37,9.36
160.44,10.78
160.64,10.05
160.79,11.08
160.90,9.2
161.14,7.75
161.17,8.85
161.43,10.29
161.43,10.27
161.43,9.97
161.43,10.83
161.43,9.69
161.43,10.51
161.51,10.75
161.51,9.11
161.51,10.07
161.51,10.55
161.51,10.09
161.51,10.04
161.72,8.69
161.85,10.25
162.00,9.51
162.19,10.25
162.28,10.41
162.54,9.34
162.57,10.34
162.84,10.77
162.84,9.13
162.84,8.07
162.84,10.21
162.84,9.43
162.84,9.64
162.88,10.27
163.15,9.44
163.24,10.12
163.24,8.77
163.24,10.48
163.24,9.2
163.24,9.73
163.24,8.94
163.46,9.09
163.53,9.11
163.77,10.45
163.82,8.37
164.08,10.21
164.12,9.5
164.38,9.1
164.38,8.8
164.38,9.9
164.38,9.96
164.38,9.38
164.38,7.42
164.42,9.23
164.71,10.01
164.72,8.43
164.72,10.79
164.72,10.53
164.72,10.69
164.72,10.04
164.72,8.53
165.03,8.99
165.06,8.85
165.36,8.68
165.41,9.93
165.68,8.66
165.77,10.28
166.00,8.55
166.00,8.44
166.00,9.16
166.00,9.36
166.00,9.5
166.00,9.36
166.12,9.83
166.29,10.02
166.48,10.49
166.48,9.03
166.48,9.49
166.48,10.88
166.48,10.29
166.48,10.17
166.59,10.02
166.81,10.34
166.89,9.69
167.14,9.4
167.19,10.58
167.47,10.35
167.48,9.95
167.48,9.42
167.48,10.14
167.48,9.77
167.48,7.2
167.48,9.97
167.75,11.08
167.81,11.32
168.02,9.27
168.15,9.64
168.15,9.51
168.15,10.15
168.15,9.55
168.15,10.13
168.15,9.41
168.29,9.69
168.51,9.23
168.55,8.63
168.81,11.49
168.81,10
168.81,11.08
168.81,10.02
168.81,10.78
168.81,11.18
168.87,9.22
169.08,10.72
169.23,9.46
169.35,10.7
169.58,9.12
169.62,11.24
169.89,10.89
169.95,10.25
169.95,10.78
169.95,9.99
169.95,11.98
169.95,9.39
169.95,8.85
170.16,11.06
170.16,9.43
170.16,9.16
170.16,9.72
170.16,10.19
170.16,9.64
170.29,11.76
170.45,10.02
170.63,10.84
170.72,10.46
170.98,9.83
170.99,11.32
171.26,9.87
171.32,11.27
171.53,8.3
171.53,10.64
171.53,10.35
171.53,9.88
171.53,8.76
171.53,8.4
171.67,11.56
171.67,10.98
171.67,10.96
171.67,10.76
171.67,10.42
171.67,10.07
171.81,11.24
172.03,11.1
172.08,9.74
172.35,9.56
172.39,9.74
172.62,10.72
172.76,11.36
172.89,10.59
172.89,9.76
172.89,10.2
172.89,10.15
172.89,10.49
172.89,11.37
173.12,11.94
173.18,9.86
173.47,9.99
173.49,12.45
173.49,12.13
173.49,8.55
173.49,10.3
173.49,12.24
173.49,10.52
173.76,10.9
173.83,10.43
174.05,11.15
174.16,11.24
174.35,12.96
174.35,12.47
174.35,10.9
174.35,11.16
174.35,11.09
174.35,11.94
174.50,10.84
174.60,12.91
174.84,11.8
174.86,10.96
175.11,12.94
175.19,11
175.19,12.2
175.19,10.89
175.19,10.74
175.19,10.31
175.19,11.67
175.36,11.38
175.50,12.35
175.61,10.93
175.61,9.91
175.61,11.31
175.61,11.66
175.61,10.59
175.61,9.57
175.82,10.55
175.84,9.51
176.06,11.04
176.14,10.87
176.28,12.52
176.46,10.97
176.49,11.14
176.71,11.44
176.71,10.88
176.71,11.04
176.71,12.53
176.71,11.96
176.71,12.81
176.78,11.22
176.78,11.67
176.78,10.96
176.78,10.16
176.78,11.98
176.78,11.79
176.90,11.56
177.10,11.87
177.11,11.99
177.29,12.42
177.46,11.85
177.48,12.81
177.66,12.72
177.66,13.29
177.66,12.26
177.66,12.28
177.66,12.3
177.66,13.62
177.80,12.88
177.89,12.78
178.11,12.37
178.15,12.51
178.34,12.34
178.50,11.95
178.50,13.78
178.50,13.03
178.50,13.77
178.50,12.93
178.50,12.41
178.56,14.53
178.78,11.96
178.78,10.44
178.78,13.08
178.78,10.58
178.78,11.45
178.78,11.25
178.83,13.23
178.98,12.58
179.16,13.49
179.18,11.53
179.39,10.61
179.50,12.48
179.58,10.81
179.77,11.16
179.77,10.44
179.77,10.16
179.77,10.69
179.77,11.24
179.77,10.34
179.84,13.79
179.84,10.31
179.90,9.5
179.97,10.26
180.02,9.2
180.08,12.75
180.08,11.73
180.08,13.98
180.08,11.89
180.08,15.02
180.08,11.85
180.08,14.77
180.08,11.87
180.08,14.31
180.08,13.32
180.08,14.6
180.08,11.15
180.08,12.79
180.08,13.09
180.08,11.38
180.08,11.31
180.18,12.5
180.18,12.99
180.18,12.52
180.18,11.11
180.18,11.16
180.18,14.38
180.29,15.06
180.50,14.34
180.52,10.79
180.71,15.48
180.86,9.59
180.92,14.29
181.12,13.18
181.12,15.01
181.12,12.11
181.12,12.11
181.12,12.23
181.12,12.72
181.20,11.06
181.39,12.64
181.54,10.6
181.65,13.29
181.89,10.55
181.89,9.41
181.89,10.85
181.89,11.85
181.89,11.1
181.89,10.93
181.91,11.3
182.17,11.98
182.26,11.89
182.42,9.97
182.42,11.54
182.42,11.44
182.42,11.59
182.42,12.5
182.42,11.8
182.64,11.34
182.71,9.53
183.00,10.03
183.02,10.14
183.28,9.01
183.39,10.89
183.57,8.81
183.78,10.13
183.78,11.24
183.78,10.71
183.78,8.99
183.78,11.19
183.78,10.95
183.85,8.78
183.85,10.63
183.85,8.31
183.85,8.49
183.85,10.19
183.85,10.06
184.14,5.96
184.18,8.84
184.42,8.45
184.59,10.16
184.71,7.98
184.99,9.16
184.99,8.25
185.27,9.24
185.27,7.72
185.27,5.95
185.27,6.56
185.27,7.95
185.27,8.3
185.40,9.33
185.52,8.85
185.76,7.92
185.81,11.14
185.81,7.98
185.81,10.34
185.81,10.3
185.81,9.76
185.81,9.97
186.00,8.13
186.14,9.91
186.25,8.33
186.48,9.53
186.48,7.83
186.48,9.23
186.48,8.41
186.48,8.41
186.48,6.97
186.48,6.71
186.79,8.37
186.81,9.35
187.09,7.83
187.15,9.41
187.40,7.41
187.49,9.55
187.49,9.3
187.49,9.89
187.49,8.91
187.49,10.03
187.49,10.6
187.70,8.35
187.80,9.9
187.99,7.87
187.99,8.56
187.99,7.94
187.99,8.41
187.99,7.79
187.99,8.2
188.10,9.27
188.25,6.74
188.41,9.64
188.50,8.85
188.72,8.06
188.75,7.67
189.00,6.04
189.03,11.88
189.03,9.68
189.03,10.36
189.03,11.96
189.03,11.27
189.03,10.82
189.24,9.12
189.24,6.75
189.24,5.65
189.24,6.84
189.24,7.62
189.24,7.53
189.39,12.73
189.47,8.68
189.70,8.71
189.76,13.95
189.93,9.3
190.12,11.57
190.15,6.9
190.38,8.07
190.38,9.21
190.38,7.55
190.38,7.71
190.38,6.79
190.38,7.14
190.49,11.12
190.65,8.03
190.87,10.48
190.87,12.88
190.87,11.63
190.87,10
190.87,9.77
190.87,13.87
190.91,8.3
191.18,8.09
191.23,12.02
191.44,7.32
191.59,12.19
191.70,8.88
191.70,8.7
191.70,8.99
191.70,10.63
191.70,9.67
191.70,9.81
191.97,11.89
192.00,8.3
192.30,7.96
192.33,11.25
192.60,10.34
192.70,12.13
192.70,11.03
192.70,12.69
192.70,11.71
192.70,11.95
192.70,10.89
192.89,10.41
193.07,10.72
193.18,10.33
193.18,10.2
193.18,8.94
193.18,9.77
193.18,10.14
193.18,8.16
193.45,12.55
193.48,10.23
193.76,9.56
193.83,14.19
194.05,10.53
194.21,12.23
194.34,9.51
194.59,12.91
194.59,12.21
194.59,10.9
194.59,10.82
194.59,10.72
194.59,11.93
194.62,10.21
194.62,10.41
194.62,11.68
194.62,10.89
194.62,9.22
194.62,8.9
194.90,10.56
194.94,12.63
195.17,11.31
195.29,10.63
195.45,11.06
195.65,10.01
195.72,11.69
195.99,10.74
195.99,8.98
195.99,11.92
195.99,10.61
195.99,9.56
195.99,9.84
196.00,11.83
196.21,10.17
196.36,10.16
196.36,9.63
196.36,12.42
196.36,11.22
196.36,12.11
196.36,11.45
196.43,10.45
196.66,11.35
196.67,10.51
196.88,11.3
196.99,10.49
197.09,13.48
197.09,11.55
197.09,10.76
197.09,10.57
197.09,9.61
197.09,10.55
197.31,12.36
197.34,11.58
197.58,10.35
197.62,9.8
197.81,10.57
197.95,11.85
197.95,12.32
197.95,10.57
197.95,12.81
197.95,11.07
197.95,10.45
198.06,11.68
198.29,11.8
198.29,10.99
198.29,11.18
198.29,9.67
198.29,11.01
198.29,11.39
198.30,12.5
198.55,11.25
198.65,11.68
198.81,11.3
199.01,10.85
199.06,10.52
199.32,10.05
199.37,11.96
199.57,8.53
199.57,9.13
199.57,10.69
199.57,10.54
199.57,10.79
199.57,10.04
199.72,13
199.72,11.52
199.72,11.83
199.72,11.88
199.72,12.86
199.72,12.53
199.81,9.83
200.03,11.08
200.05,10.3
200.28,8.04
200.34,8.25
200.51,11.7
200.66,10.02
200.74,10.49
200.74,10.27
200.74,10.63
200.74,10.24
200.74,11.22
200.74,10.54
200.97,11.72
200.97,12.6
201.18,12.28
201.29,10.11
201.29,10.23
201.29,10.5
201.29,10.25
201.29,11.53
201.29,10.66
201.40,11.06
201.57,10.18
201.62,10.6
201.83,12.27
201.83,10.84
201.83,9.21
201.83,8.56
201.83,10.24
201.83,10.39
201.85,10.04
201.99,11.04
202.14,10.06
202.15,11.9
202.32,10.99
202.42,9.95
202.48,10.88
202.63,11.55
202.63,8.98
202.63,11.04
202.63,12.93
202.63,11.96
202.63,9.85
202.71,11.59
202.71,11.84
202.71,8.86
202.71,8.6
202.71,10.3
202.71,10.8
202.85,10.48
202.98,9.8
203.06,11.07
203.25,10.73
203.27,11.59
203.48,11.7
203.52,8.28
203.69,10.71
203.69,10.2
203.69,9.74
203.69,11.5
203.69,13.13
203.69,11.33
203.79,8.5
203.91,9.14
204.07,9.86
204.07,10.55
204.07,9.61
204.07,8.28
204.07,8.44
204.07,10.12
204.13,11.18
204.35,10.81
204.39,10
204.57,10.28
204.71,8.58
204.78,13.7
204.78,13.33
204.78,11.29
204.78,11.95
204.78,12.31
204.78,11.9
205.00,13.12
205.04,9.41
205.21,12.64
205.36,9.71
205.44,12.39
205.65,10.92
205.69,10.33
205.69,9.46
205.69,9.68
205.69,8.08
205.69,8.4
205.69,9.04
205.87,10.8
205.87,11.17
205.87,10.97
205.87,11.57
205.87,10.07
205.87,8.54
206.05,8.48
206.06,10.79
206.26,10.28
206.40,9.53
206.45,10.4
206.64,10.82
206.76,9.49
206.83,10.79
206.83,10.61
206.83,11.35
206.83,10.51
206.83,10.76
206.83,11.27
207.06,11.71
207.11,8.25
207.28,10.73
207.48,8.19
207.48,9.4
207.48,8.08
207.48,7.22
207.48,6.64
207.48,9.35
207.51,10.35
207.73,10.14
207.83,9.81
207.95,11.16
207.95,10.52
207.95,9.94
207.95,10.75
207.95,11
207.95,11.63
208.15,10.56
208.19,9.42
208.33,10.86
208.52,11
208.55,9.13
208.70,10.56
208.89,11.07
208.89,10
208.89,10.95
208.89,9.51
208.89,9.93
208.89,10.26
208.91,8.95
209.06,9.85
209.23,9.86
209.28,7.55
209.28,8.77
209.28,7.48
209.28,7.2
209.28,8.98
209.28,7.44
209.40,9.83
209.56,10.66
209.57,7.13
209.72,10.09
209.72,8.59
209.72,9.31
209.72,8.85
209.72,9.75
209.72,8.89
209.87,9.02
209.93,9.03
210.13,9.4
210.18,8.01
210.33,9.35
210.48,6.11
210.53,8.59
210.73,7.78
210.73,8.06
210.73,8.79
210.73,8.61
210.73,8
210.73,6.46
210.78,7.48
210.78,8.27
210.78,8.27
210.78,8.05
210.78,7.19
210.78,7.51
210.95,9.04
211.05,7.04
211.15,8.57
211.32,6.99
211.37,8.66
211.57,8.07
211.59,7.51
211.78,9.97
211.78,9.3
211.78,8.42
211.78,9.51
211.78,9.06
211.78,9.14
211.87,7.49
212.00,8.63
212.14,7.66
212.14,7.67
212.14,7.96
212.14,6.2
212.14,8.31
212.14,9.03
212.21,9.28
212.42,8.83
212.43,8.9
212.63,9.34
212.71,9.5
212.84,9.5
212.84,9.61
212.84,9.05
212.84,9.14
212.84,9.55
212.84,8.98
213.00,9.29
213.07,10.22
213.28,6.09
213.31,9.46
213.54,9.26
213.58,9.55
213.58,8.42
213.58,8.18
213.58,8.62
213.58,8.51
213.58,8.14
213.77,10.04
213.77,9.26
213.98,12.47
214.00,10
214.00,10.75
214.00,9.84
214.00,8.6
214.00,9.16
214.00,10.05
214.18,11.22
214.26,11.59
214.39,12.08
214.50,11.26
214.60,9.26
214.60,11.71
214.60,11.7
214.60,11.72
214.60,12.1
214.60,12.33
214.74,10.16
214.85,11.44
214.99,10.77
215.12,10.71
215.23,10.59
215.23,7.48
215.23,11.88
215.23,12.4
215.23,11.91
215.23,10.08
215.38,12.94
215.47,10.77
215.65,11.57
215.71,10.37
215.92,15.23
215.92,12.84
215.92,12.29
215.92,14.44
215.92,12.21
215.92,13.3
215.95,9.71
216.19,12.79
216.24,13.07
216.43,12.95
216.43,11.71
216.43,12.8
216.43,13.05
216.43,13.4
216.43,12.11
216.56,15.28
216.69,14.54
216.87,13.18
216.95,14.25
217.19,14.81
217.21,13.64
217.47,13.62
217.52,13.07
217.52,13.18
217.52,14.42
217.52,12.61
217.52,13.54
217.52,13.66
217.73,14.59
217.73,13.65
217.73,14.94
217.73,12.12
217.73,13.41
217.73,13.34
217.83,13.67
217.94,14.18
218.15,14.55
218.16,14.79
218.38,14.58
218.47,14.87
218.59,13.44
218.78,12.33
218.80,15.81
218.80,12.39
218.80,15.47
218.80,15.02
218.80,14.45
218.80,13.49
219.07,14.91
219.11,16.13
219.11,14.3
219.11,13.97
219.11,14.32
219.11,14.87
219.11,14.08
219.34,13.82
219.38,14.04
219.60,13.65
219.67,13.79
219.87,14.45
219.95,12.55
220.12,14.97
220.12,11.33
220.12,12.56
220.12,13.87
220.12,13.88
220.12,13.82
220.24,12.48
220.40,13.95
220.53,13.39
220.53,11.29
220.53,13.18
220.53,10.88
220.53,12.89
220.53,13.54
220.68,14.86
220.83,11.36
220.95,14.13
221.14,10.74
221.23,13.23
221.45,13.63
221.50,13.81
221.50,14.29
221.50,13.73
221.50,12.47
221.50,12.69
221.50,13.33
221.71,13.12
221.77,11.57
221.92,12.52
222.08,10.65
222.08,12.29
222.08,12.64
222.08,11.43
222.08,9.24
222.08,10.68
222.12,13.51
222.34,12.27
222.36,12.28
222.54,10.3
222.54,12.96
222.54,12.99
222.54,13.54
222.54,12.46
222.54,11.16
222.66,13.69
222.75,12.45
222.95,10.96
222.96,13.18
223.18,10.66
223.25,11.84
223.39,11.69
223.55,10.77
223.55,9.95
223.55,12.95
223.55,10.16
223.55,11.12
223.55,13.55
223.60,13.29
223.60,11.43
223.60,11.94
223.60,12.39
